"","WORD","FREQ","FREQ_1","total_word","prob","ln_prob"
"1398","telerrisa","1",2,11188,0.000178762960314623,-8.6294498737619
"1399","televisa","208",209,11188,0.0186807293528781,-3.98026280235704
"1400","televisoras","1",2,11188,0.000178762960314623,-8.6294498737619
"1401","temo","1",2,11188,0.000178762960314623,-8.6294498737619
"1402","template","1",2,11188,0.000178762960314623,-8.6294498737619
"1403","templates","1",2,11188,0.000178762960314623,-8.6294498737619
"1404","ten","1",2,11188,0.000178762960314623,-8.6294498737619
"1405","tendran","1",2,11188,0.000178762960314623,-8.6294498737619
"1406","tendremos","1",2,11188,0.000178762960314623,-8.6294498737619
"1407","tengas","1",2,11188,0.000178762960314623,-8.6294498737619
"1408","tenis","1",2,11188,0.000178762960314623,-8.6294498737619
"1409","tercer","1",2,11188,0.000178762960314623,-8.6294498737619
"1410","termina","1",2,11188,0.000178762960314623,-8.6294498737619
"1411","terminando","1",2,11188,0.000178762960314623,-8.6294498737619
"1412","they","1",2,11188,0.000178762960314623,-8.6294498737619
"1413","this","1",2,11188,0.000178762960314623,-8.6294498737619
"1414","thoughs","1",2,11188,0.000178762960314623,-8.6294498737619
"1415","ti","1",2,11188,0.000178762960314623,-8.6294498737619
"1416","ticketmaster","1",2,11188,0.000178762960314623,-8.6294498737619
"1417","tigres","1",2,11188,0.000178762960314623,-8.6294498737619
"1418","tijuana","1",2,11188,0.000178762960314623,-8.6294498737619
"1419","tipo","1",2,11188,0.000178762960314623,-8.6294498737619
"1420","titular","2",3,11188,0.000268144440471934,-8.22398476565374
"1421","toca","1",2,11188,0.000178762960314623,-8.6294498737619
